"","nombre","categoryName","address","location.lat","location.lng","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","day"
"272","Market October 9","Market","A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,31,77,81,54,40,54,63,54,31,13,0,0,0,0,0,0,NA,"Fr"
"273","Market san gabriel","Market","Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,18,34,41,44,50,53,48,40,36,40,46,47,40,27,0,0,NA,NA,"Fr"
"274","Market Santa Rosa","Market","Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,14,39,62,71,65,53,44,40,38,35,0,0,0,0,0,0,NA,"Fr"
"275","Market The Hermit","Market","Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,1,9,22,38,48,50,43,31,20,14,13,13,11,6,1,0,0,NA,NA,"Fr"
"276","Mercado ""La Merced""","Market","Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,3,16,40,54,47,43,50,53,44,29,20,28,51,58,34,0,0,NA,NA,"Fr"
"277","Mercado ""Virgen del Carmen""","Market","Lima District 15434, Peru",-11.9929654,-77.0047444,NA,NA,NA,NA,NA,0,10,21,34,45,49,43,33,23,17,15,15,13,11,7,0,0,0,NA,"Fr"
"278","Mercado Artesanal","Market","Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,0,3,11,26,48,66,72,65,58,65,84,100,96,73,43,20,8,2,1,"Fr"
"279","Mercado Artesanal San Borja","Market","Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,9,20,34,51,65,72,70,59,44,33,46,75,60,17,0,0,0,NA,"Fr"
"280","Mercado Bolivar Pueblo Libre","Market","Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,6,18,33,43,49,58,60,42,26,21,19,13,0,0,0,0,0,NA,"Fr"
"281","Mercado Buenos Aires","Market","Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,17,39,50,57,57,46,31,20,14,9,4,0,0,0,0,0,0,NA,"Fr"
"282","Mercado Canta Callao","Market","Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,5,34,73,100,92,65,44,34,31,26,21,0,0,0,0,0,NA,NA,"Fr"
"283","Mercado Central","Shopping mall","Jirón Ucayali 615, Cercado de Lima 15001, Peru",-12.0502319,-77.0260494,NA,NA,NA,NA,NA,0,3,8,17,30,44,57,65,65,61,59,62,62,51,31,0,0,0,NA,"Fr"
"284","Mercado Centro Cívico","Market","Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,1,7,22,38,49,48,36,19,6,1,1,0,0,0,0,0,NA,NA,"Fr"
"285","Mercado Conde de la Vega","Market","Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,25,42,51,45,33,24,21,20,18,16,13,0,0,0,0,NA,"Fr"
"286","Mercado Corpac","Market","Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,24,73,80,55,61,71,67,50,30,0,0,0,0,0,0,NA,"Fr"
"287","Mercado De Las Praderas","Market","Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,6,15,30,48,64,67,60,44,32,25,23,24,23,19,14,0,0,NA,NA,"Fr"
"288","Mercado De Surquillo","Farmers' market","Lizardo Montero 705, Surquillo 15047, PeruLocated in: Market No. 2 Surquillo",-12.1109983,-77.0241483,86,70,54,48,52,57,52,37,20,8,2,0,1,0,0,1,0,5,17,39,68,91,100,96,"Fr"
"289","Mercado El Bosque","Market","Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,0,3,12,26,37,41,46,50,47,37,27,22,21,18,12,6,2,NA,NA,NA,NA,"Fr"
"290","Mercado Elio","Market","Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.0545947,-77.0711829,NA,NA,NA,NA,NA,0,0,0,33,43,46,46,43,40,36,36,33,30,0,0,0,0,0,NA,"Fr"
"291","Mercado Familias Unidas","Market","Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,35,54,56,61,57,33,15,10,8,6,0,0,0,0,0,0,NA,"Fr"
"292","MERCADO FLORA TRISTAN","Market","Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,20,44,76,96,92,72,56,48,44,40,36,0,0,0,0,0,0,NA,"Fr"
"293","Mercado La Aurora","Market","Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,13,34,56,65,67,69,65,52,39,38,42,41,31,0,0,0,0,NA,"Fr"
"294","Mercado La Inmaculada","Market","Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,8,16,26,37,46,48,43,35,25,17,13,12,13,11,0,0,0,NA,NA,"Fr"
"295","Mercado La Merced","Market","Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,4,35,63,60,42,39,43,34,18,14,23,0,0,0,0,0,0,NA,"Fr"
"296","Mercado La Ponderosa","Market","Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,17,40,68,89,87,68,52,42,24,0,0,0,0,0,0,0,0,NA,"Fr"
"297","Mercado Los Incas","Market","Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,11,25,40,51,56,61,62,56,48,51,70,91,94,73,0,0,0,NA,"Fr"
"298","Mercado Los Vencedores","Market","de, Sta. Rosa de Lima 1813, San Juan de Lurigancho 15431, Peru",-11.9979722,-77.0003176,NA,NA,NA,NA,NA,0,8,22,37,44,41,32,22,15,11,9,8,6,5,0,0,0,0,NA,"Fr"
"299","Mercado Mayorista De Frutas","Market","Av Nicolás Arriola 4046, Cercado de Lima 15021, PeruLocated in: Wholesale Market Fruit No. 2",-12.0683307,-76.9975107,NA,NA,NA,0,19,31,40,44,43,43,44,43,38,30,22,14,8,0,0,0,0,NA,NA,NA,"Fr"
"300","Mercado Mayorista de platanos","Fruit wholesaler","Avenida San Juan 318 San Luis, Lima 15021, Peru",-12.0766797,-77.0084504,NA,NA,NA,NA,NA,0,37,54,69,79,86,89,91,91,87,80,66,49,0,0,0,0,0,NA,"Fr"
"301","Mercado Moderno Los Cipreses","Market","Mariano Arredondo 2777, Cercado de Lima 15081, Peru",-12.054395,-77.0782005,NA,NA,NA,NA,NA,0,0,20,41,60,61,48,37,35,32,22,0,0,0,0,0,0,0,NA,"Fr"
"302","Mercado N°. 1 Tahuantinsuyo","Market","Inca Roca 5, Distrito de Lima 15332, Peru",-11.9813587,-77.0531323,NA,NA,NA,NA,0,1,4,11,23,37,48,50,42,30,19,13,11,10,0,0,0,0,NA,NA,"Fr"
"303","Mercado N°. 2 Surco","Market","Jiron Franklin D. Roosevelt 898, Distrito de Lima 15063, PeruLocated in: Mercado Anexo N°. 2 Surco",-12.1464416,-77.0140783,NA,NA,NA,NA,NA,0,7,17,34,51,59,53,39,27,24,28,31,26,15,0,0,0,0,NA,"Fr"
"304","Mercado Palermo","Market","avenida 15034, Av Palermo 525, Cercado de Lima, Peru",-12.0814303,-77.0229474,NA,NA,NA,NA,NA,0,14,33,54,62,54,42,36,35,33,29,22,14,0,0,0,0,0,NA,"Fr"
"305","Mercado Pando","Market","Lima District 15088, Peru",-12.0613848,-77.0779498,NA,NA,NA,NA,0,3,8,20,35,50,54,46,31,17,9,6,4,0,0,0,0,0,NA,NA,"Fr"
"306","Mercado Paulet","Market","Pedro Paulet 283-297, Cercado de Lima 15102, Peru",-12.0251758,-77.0536684,NA,NA,NA,NA,NA,0,0,25,45,65,78,77,64,45,29,18,12,0,0,0,0,0,0,NA,"Fr"
"307","Mercado Primero de Mayo","Market","Av. Alejandro Bertello 877, Cercado de Lima 15088, Peru",-12.0639763,-77.071373,NA,NA,NA,NA,NA,0,0,31,49,64,68,63,52,40,31,26,21,0,0,0,0,0,0,NA,"Fr"
"308","Mercado San Antonio","Market","Avenida Perú 34-35, Cercado de Lima 15106, Peru",-12.029562,-77.0855625,NA,NA,NA,NA,NA,0,8,17,32,46,53,51,40,29,24,26,31,31,25,0,0,0,0,NA,"Fr"
"309","Mercado San Felipe","Market","Jirón Domingo Martinez Luján 621, Cercado de Lima 15048, Peru",-12.1141104,-77.0163093,NA,NA,NA,NA,NA,0,13,26,37,39,36,32,28,22,15,13,15,18,18,15,9,0,0,NA,"Fr"
"310","Mercado San Juan","Market","Lima District 15427, Peru",-12.0141815,-76.9990245,NA,NA,NA,NA,NA,0,10,18,28,36,38,33,23,14,10,10,11,10,6,0,0,0,0,NA,"Fr"
"311","Mercado San Juan Grande","Market","Lima District 15056, Peru",-12.1576741,-76.9842807,NA,NA,NA,NA,NA,0,0,11,29,45,44,30,19,16,16,12,6,0,0,0,0,0,0,NA,"Fr"
"312","Mercado Santa Isabel De Villa","Market","Lima District 15058, Peru",-12.2003009,-76.9787784,NA,NA,NA,NA,NA,0,0,31,56,76,81,76,67,58,47,35,23,0,0,0,0,0,0,NA,"Fr"
"313","Mercado Santa Rosa","Market","Palmeras 521, Cercado de Lima 15007, Peru",-12.053296,-76.9811814,NA,NA,NA,NA,0,2,6,16,29,37,39,26,9,4,3,3,2,0,0,0,0,0,NA,NA,"Fr"
"314","Mercado Santiago Apóstol","Market","Jiron Franklin D. Roosevelt 164, Cercado de Lima 15049, Peru",-12.146325,-77.0070305,NA,NA,NA,NA,NA,0,9,23,38,51,66,79,81,67,49,36,27,0,0,0,0,0,0,NA,"Fr"
"315","Mercado Tupac Amaru","Market","Lima District 15457, Peru",-12.021798,-76.9676176,NA,NA,NA,NA,0,1,6,20,36,45,40,26,11,2,1,1,1,1,1,1,1,0,NA,NA,"Fr"
"316","Mercado Vara de Oro","Market","Vara de Oro Avenida Gran Chimú 880, Cercado de Lima 15401, Peru",-12.025329,-76.9985954,NA,NA,NA,NA,NA,0,2,13,28,40,43,39,31,23,19,25,38,50,53,43,27,0,0,NA,"Fr"
"317","Mercado Virgen de Guadalupe","Market","Jirón Pachitea 374, Cercado de Lima 15001, Peru",-12.0548724,-77.0336883,NA,NA,NA,NA,0,13,35,57,62,58,63,75,75,58,37,24,0,0,0,0,0,0,NA,NA,"Fr"
"318","Miraflores Indian Market","Market","Av. Petit Thouars 5321, Miraflores 15074, Peru",-12.1161458,-77.0281774,NA,NA,NA,NA,NA,0,0,0,0,33,55,65,59,52,57,71,79,70,49,0,0,0,0,NA,"Fr"
"319","Municipal Market of San Isidro","Market","Av. Augusto Pérez Araníbar, San Isidro 15076, Peru",-12.1088831,-77.0538501,NA,NA,NA,NA,NA,0,15,32,48,56,67,86,98,86,57,30,0,0,0,0,0,0,0,NA,"Fr"
"320","Municipal Market Santa Cruz","Market","Calle Gral Mendiburu 1175, Miraflores 15074, Peru",-12.110469,-77.049871,NA,NA,NA,NA,NA,0,16,42,66,77,85,96,94,77,52,32,18,0,0,0,0,0,0,NA,"Fr"
"321","Rospigliosi Modern Market","Market","Jirón Manuel Segura 537, Cercado de Lima 15046, Peru",-12.079163,-77.0321089,NA,NA,NA,NA,NA,0,0,22,42,48,46,47,43,31,21,18,18,15,10,0,0,0,0,NA,"Fr"
"322","Santa Rosa Market","Market","Guardia Civil 433, esquina con, Av. Guardia Peruana Urb, Chorrillos 15056, Peru",-12.1832405,-77.0005833,NA,NA,NA,NA,0,7,18,33,47,55,60,61,58,49,43,45,53,58,53,39,0,0,NA,NA,"Fr"
"323","Special services cooperative winner Miguel Grau","Market","Flor De Mayo 18, Cercado de Lima 15333, Peru",-12.0057505,-77.0520386,NA,NA,NA,NA,NA,0,5,15,31,46,50,39,24,12,6,4,3,0,0,0,0,0,0,NA,"Fr"
"324","Town and Country Market","Market","Santos Chocano Agullar 174, Rímac 15094, Peru",-12.0251687,-77.0284697,NA,NA,NA,NA,0,2,9,22,38,49,50,44,33,23,17,13,10,7,0,0,0,0,NA,NA,"Fr"
"325","Alakami Investments","Supermarket","Mercado mayorista, Santa Anita, Peru",-12.0370177,-76.9479746,1,1,2,14,27,39,47,55,62,65,60,47,29,12,0,1,1,1,1,1,1,1,1,1,"Sa"
"326","Brena market","Market","Jr. Restauración, Cercado de Lima 15083, Peru",-12.064933,-77.0479141,NA,NA,NA,NA,NA,0,0,30,54,71,75,73,67,55,41,28,19,0,0,0,0,0,0,NA,"Sa"
"327","Cachina 12","Market","calle bongara S/N Av Canto Grande PRD. 12 San Juan de Lurigancho Gobierno Regional de Lima LIMA, 36, Peru",-11.9647692,-77.0023254,NA,NA,NA,NA,NA,0,0,0,10,24,37,41,40,37,35,30,23,0,0,0,0,0,0,NA,"Sa"
"328","Centro Comercial ""COVIDA""","Market","Av. c/ Calle 15301 Perú, Daniel Hernandez, Lima, Peru",-11.9945527,-77.0767379,NA,NA,NA,NA,NA,0,10,24,44,68,88,95,88,73,62,64,76,86,83,66,42,0,0,NA,"Sa"
"329","Eduardo Mercado Chachi Divos","Market","Lima District 15096, Peru",-12.0174017,-77.0272044,NA,NA,NA,NA,NA,0,0,19,31,44,55,62,65,62,53,42,41,53,72,84,76,53,0,NA,"Sa"
"330","Elio Cooperative MARKET","Market","Roberto Thorndike Galup 1423, Cercado de Lima 15081, Peru",-12.0555109,-77.068861,NA,NA,NA,NA,NA,0,1,11,28,50,66,66,49,27,10,4,8,6,1,0,0,0,0,NA,"Sa"
"331","Future Market Peru","Flea market","Av Carabayllo, Lima 15311, Peru",-11.957948,-77.058859,NA,NA,NA,NA,0,1,17,76,81,55,80,100,84,50,23,11,7,0,0,0,0,0,NA,NA,"Sa"
"332","Gran Mercado Conzac","Shopping mall","Av. Angélica Gamarra 850, Cercado de Lima 15302, Peru",-12.0056994,-77.0714531,NA,NA,NA,0,4,14,29,45,56,64,70,68,57,44,36,34,35,34,29,20,12,NA,NA,NA,"Sa"
"333","Grumete Salamanca Market","Market","Calle Benjamín Franklin 620, Distrito de Lima 15022, Distrito de Lima 15022, Peru",-12.0670714,-76.9753465,NA,NA,NA,NA,NA,0,24,44,63,75,77,73,63,51,40,34,31,0,0,0,0,0,0,NA,"Sa"
"334","José Carlos Mariategui market","Market","Av José Carlos Mariategui 32, Lima 15412, Peru",-11.9680011,-77.0108485,NA,NA,NA,NA,0,6,17,34,54,64,61,46,34,27,26,27,27,27,0,0,0,0,NA,NA,"Sa"
"335","jueves Mercado Mirones","Market","Mariano Angulo 2421, Cercado de Lima 15081, Peru",-12.0372318,-77.0724978,NA,NA,NA,NA,0,7,16,30,46,60,64,58,49,39,30,22,16,10,0,0,0,0,NA,NA,"Sa"
"336","Market First of June","Market","Av. Alejandro Bertello 800, Cercado de Lima 15088, Peru",-12.0634113,-77.0708737,NA,NA,NA,NA,NA,0,0,43,80,90,83,88,100,99,83,60,37,20,0,0,0,0,0,NA,"Sa"
"337","Market October 9","Market","A Gomez, Cercado de Lima 15079, Peru",-12.0376207,-77.0604926,NA,NA,NA,NA,NA,0,0,31,72,81,59,63,86,95,77,45,27,0,0,0,0,0,0,NA,"Sa"
"338","Market san gabriel","Market","Azulejos 420, Distrito de Lima 15434, Peru",-11.9908396,-77.0029811,NA,NA,NA,NA,0,4,19,39,50,56,68,77,71,57,47,43,41,38,33,28,0,0,NA,NA,"Sa"
"339","Market Santa Rosa","Market","Jirón Amazonas, San Martín de Porres 15106, Peru",-12.0363012,-77.0886102,NA,NA,NA,NA,NA,0,2,5,39,79,100,96,86,80,72,58,40,0,0,0,0,0,0,NA,"Sa"
"340","Market The Hermit","Market","Lima District 15333, Peru",-11.9971997,-77.0528444,NA,NA,NA,NA,0,0,8,24,43,59,63,55,42,29,21,18,16,12,6,1,0,0,NA,NA,"Sa"
"341","Mercado ""La Merced""","Market","Avenida Emancipación, Cercado de Lima 15001, Peru",-12.0455791,-77.0391687,NA,NA,NA,NA,0,3,13,33,60,83,88,80,73,68,54,39,33,36,33,20,0,0,NA,NA,"Sa"
"342","Mercado ""Virgen del Carmen""","Market","Lima District 15434, Peru",-11.9929654,-77.0047444,NA,NA,NA,NA,NA,0,9,23,42,57,61,56,47,37,28,24,21,18,13,8,0,0,0,NA,"Sa"
"343","Mercado Artesanal","Market","Calle Gral. Suárez 315, Cercado de Lima 15074, Peru",-12.117468,-77.0279299,1,1,1,1,1,2,5,11,25,44,62,72,69,62,66,83,100,97,73,43,19,7,2,1,"Sa"
"344","Mercado Artesanal San Borja","Market","Av San Luis 1873, Lima 15021, Peru",-12.0855981,-76.9966405,NA,NA,NA,NA,NA,0,12,29,51,75,94,100,90,70,50,46,66,87,70,31,0,0,0,NA,"Sa"
"345","Mercado Belen","Market","Av Lima 2481, Cercado de Lima 15101, Peru",-12.0295233,-77.0718085,NA,NA,NA,NA,0,7,21,28,28,35,57,78,85,78,64,35,21,0,0,0,0,0,NA,NA,"Sa"
"346","Mercado Bolivar Pueblo Libre","Market","Jirón Mariano Pastor Sevilla 287-129, Cercado de Lima 15084, Peru",-12.0733048,-77.0656046,NA,NA,NA,NA,NA,0,9,24,46,71,90,94,83,64,44,28,17,10,0,0,0,0,0,NA,"Sa"
"347","Mercado Buenos Aires","Market","Prol. Lucanas 283, Cercado de Lima 15001, Peru",-12.0542514,-77.0195084,NA,NA,NA,NA,NA,0,18,42,61,66,65,60,47,30,16,7,2,0,0,0,0,0,0,NA,"Sa"
"348","Mercado Canta Callao","Market","Lima District 15109, Peru",-11.9835095,-77.0979738,NA,NA,NA,NA,0,2,2,13,34,57,76,81,76,63,47,28,13,0,0,0,0,0,NA,NA,"Sa"
"349","Mercado Central","Shopping mall","Jirón Ucayali 615, Cercado de Lima 15001, Peru",-12.0502319,-77.0260494,NA,NA,NA,NA,NA,0,4,10,22,41,63,84,96,100,97,95,92,82,62,37,0,0,0,NA,"Sa"
"350","Mercado Centro Cívico","Market","Lima District 15101, Peru",-12.0282366,-77.0720097,NA,NA,NA,NA,0,1,5,15,29,52,79,89,69,36,13,3,1,0,0,0,0,0,NA,NA,"Sa"
"351","Mercado Conde de la Vega","Market","Jiron Acomayo, Av. Dos de Mayo 102, Cercado de Lima 15079, Peru",-12.03794,-77.0490996,NA,NA,NA,NA,NA,0,0,0,42,60,60,46,35,32,31,30,28,24,20,0,0,0,0,NA,"Sa"
"352","Mercado Corpac","Market","Av. Antunez de Mayolo, Distrito de Lima 15108, Peru",-12.0040721,-77.0942546,NA,NA,NA,NA,NA,0,0,0,45,85,100,80,57,59,70,62,37,0,0,0,0,0,0,NA,"Sa"
"353","Mercado De Las Praderas","Market","Yarquil 218, Cercado de Lima 15009, Peru",-12.0336931,-76.9626433,NA,NA,NA,NA,0,5,15,32,56,79,92,85,66,46,32,28,30,32,28,21,0,0,NA,NA,"Sa"
"354","Mercado El Bosque","Market","Av. Proceres de la Independencia 268, Cercado de Lima 15404, Peru",-12.0305244,-77.0128163,NA,NA,0,0,3,13,32,48,55,59,64,62,49,35,28,25,20,12,5,1,NA,NA,NA,NA,"Sa"
"355","Mercado Elio","Market","Reynaldo Saavedra Pinón 2674, Cercado de Lima 15081, Peru",-12.0545947,-77.0711829,NA,NA,NA,NA,NA,0,0,0,50,76,76,56,46,53,63,66,63,50,0,0,0,0,0,NA,"Sa"
"356","Mercado Familias Unidas","Market","Ramon Rodriguez Lima, San Juan de Miraflores 15801, Peru",-12.1604042,-76.9650063,NA,NA,NA,NA,NA,0,0,32,64,85,93,83,58,34,21,15,10,0,0,0,0,0,0,NA,"Sa"
"357","MERCADO FLORA TRISTAN","Market","Flora Tristan 793-845, Cercado de Lima 15818, Peru",-12.1899311,-76.9224535,NA,NA,NA,NA,NA,0,28,44,60,76,88,100,100,92,76,60,48,0,0,0,0,0,0,NA,"Sa"
"358","Mercado La Aurora","Market","Avenida Emancipación 668 Jirón Cañete 473, Jirón Huancavelica 661, Cercado de Lima 15001, Peru",-12.0451873,-77.0390272,NA,NA,NA,NA,NA,0,15,35,59,75,83,87,86,74,58,51,50,44,29,0,0,0,0,NA,"Sa"
"359","Mercado La Inmaculada","Market","Av. Materiales 1973, Cercado de Lima 15081, Peru",-12.0410888,-77.0674417,NA,NA,NA,NA,0,19,35,49,53,52,53,57,55,46,36,32,30,27,21,0,0,0,NA,NA,"Sa"
"360","Mercado La Merced","Market","Jirón Pérez de Tudela, Cercado de Lima 15081, Peru",-12.0359805,-77.0663448,NA,NA,NA,NA,NA,0,7,32,56,67,73,85,100,97,74,42,17,0,0,0,0,0,0,NA,"Sa"
"361","Mercado La Ponderosa","Market","Av. Universitaria 524, Cercado de Lima 15086, Peru",-12.0850112,-77.0827117,NA,NA,NA,NA,NA,0,15,35,61,85,100,96,78,54,33,0,0,0,0,0,0,0,0,NA,"Sa"
"362","Mercado Los Incas","Market","Independencia 15332, Peru",-11.9802012,-77.0583666,NA,NA,NA,NA,NA,0,12,28,47,63,70,74,78,79,75,75,82,88,80,58,0,0,0,NA,"Sa"
